customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6410-LEFEN,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.5797080874968,484.48435684868105,Yes
4633-MKHYU,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.32745118127826,864.6962926050414,No
6257-RJOHI,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.21599099609257,276.44333128253203,No
1545-JFUML,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,119.51578122942978,7080.511212330611,No
3194-ORPIK,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.40032392935775,4135.936236682131,Yes
7826-VVKWT,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,107.92567312959737,2317.4923698474972,No
1353-GHZOS,Male,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.04465300493814,1448.9521906662665,No
2587-EKXTS,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,131.72730083139112,4963.613863106194,No
5442-BXVND,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.72086803569264,894.4662346929175,No
8816-VXNZD,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.474901864134,,Yes
9378-FXTIZ,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.57051297838994,3769.68172811838,Yes
1723-HKXJQ,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.12385296596833,4314.705132460924,Yes
7825-GKXMW,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.69290214611341,122.10774256628002,Yes
9753-OYLBX,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.189000706885952,65.1558442779862,No
2364-UFROM,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.41403173511057,,No
6656-JWRQX,Female,0,No,No,0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,40.4177346006434,96.14140407674854,No
6473-ULUHT,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.65336149449372,1463.4686059541077,No
1240-KNSEZ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.604386742243285,74.28236473126148,Yes
0836-SEYLU,Male,0,Yes,No,8,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.164383476062156,365.7016064914529,Yes
4433-JCGCG,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.81178510529062,4750.6915543593805,Yes
3716-BDVDB,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.77790322153052,109.2914373055529,Yes
7688-AWMDX,Male,0,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),71.65565902572135,3822.4145374223676,No
2842-BCQGE,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),97.22199476474644,3239.92022087896,No
7244-QWYHG,Male,0,Yes,No,47,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.453391498960954,2242.659897037801,No
5899-MQZZL,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,83.45380676063668,1087.1101915857112,Yes
6849-OYAMU,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),117.13612634383252,1948.2303399732366,Yes
5312-UXESG,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.89089255649583,4009.6172725762913,No
9488-HGMJH,Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.12580110494102,131.64228740519619,Yes
6038-GCYEC,Female,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.0938111636875,1317.388288746081,Yes
2150-WLKUW,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.62617126963515,2703.305402215855,No
7159-FVYPK,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.87298439344288,288.0938936315602,No
7032-LMBHI,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),88.15247773478907,2387.0611045729843,No
1150-WFARN,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),128.56931132506918,7225.306240201843,Yes
6088-BXMRG,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.12485983040204,3095.809262548841,No
3144-AUDBS,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.85213795918007,315.50763735477335,Yes
4821-SJHJV,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,113.62127126076966,2922.965601965458,No
7346-MEDWM,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.64329651634375,5007.627019451199,No
1137-DGOWI,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),80.68709641735325,,No
5616-PRTNT,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.03718434947133,414.2843554412175,Yes
3812-LRZIR,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.16798443934145,831.5083986835898,No
4818-QIUFN,Female,1,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.90856999555987,1579.2831567735075,Yes
9483-GCPWE,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.80664493751806,258.2581231444734,No
4227-OJHAL,Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),88.3883142060954,5249.059742170273,No
9220-CXRSC,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),68.47796694153323,,No
4993-JCRGJ,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,90.69214248961245,2330.864200896237,No
9537-JALFH,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.768783699685955,1439.5055683172452,No
6698-OXETB,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.3803911173037,273.0032442737678,No
2103-ZRXFN,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,64.32495777777322,129.47981409735877,No
3724-BSCVH,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.39751455745427,308.0300113931051,No
4877-TSOFF,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),85.4350806209082,4326.120178703791,No
9209-NWPGU,Male,0,No,No,36,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,80.9928484182628,2833.3869955591354,No
6961-VCPMC,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.30515397565219,3638.0193185816006,Yes
7306-YDSOI,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.577777109138,4104.974111791758,No
5288-AHOUP,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.27039998582157,930.0956161988995,No
6688-UZPWD,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.70414248160957,1153.8813727938411,Yes
0655-YDGFJ,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15009050348809,1372.1192520348025,No
8468-EHYJA,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.91433376436898,5544.5074690891015,No
6823-SIDFQ,Male,0,No,No,22,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.97474753024653,570.6777324417138,No
1097-FSPVW,Female,0,No,No,37,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),70.66027346057282,2522.7144206376825,No
2839-RFSQE,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.45006608845182,71.50318145768183,Yes
8328-SKJNO,Male,0,No,Yes,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.0838148998924,971.9448817498788,No
7010-ZMVBF,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.89866141907794,400.9581976698171,No
5201-CBWYG,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.633300347328515,1548.530282391532,No
0968-GSIKN,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.1456254178977,132.13515670923658,Yes
1965-DDBWU,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.75532542911739,1484.5997987418311,Yes
9057-SIHCH,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.75871679451882,322.2025181092561,Yes
6352-GIGGQ,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.02895558175771,,No
3635-QQRQD,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.80583005100361,1257.3414805603843,No
6771-XWBDM,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.1059227529547,5988.771899935922,Yes
2897-DOVND,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.3962394070902,192.47380382499398,No
3082-YVEKW,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.82122480053893,1840.2648898087039,No
0191-EQUUH,Female,0,No,Yes,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.72961804437058,874.1519356979763,No
7134-HBPBS,Female,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),137.5932527503038,7839.686168673318,No
3489-HHPFY,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.20879278996422,187.53368687371395,No
2926-JEJJC,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.2549801335881,199.36929994791618,No
8601-QACRS,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.5433284060616,274.5188321507326,Yes
4950-BDEUX,Male,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,58.780517135127916,1756.4604888435383,No
5789-LDFXO,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.07870469205861,601.9181178183746,No
0508-OOLTO,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.7073631902869,186.02671194639436,No
2984-TBYKU,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),120.79859019131096,7805.517339478399,No
9822-WMWVG,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.29806832184393,4303.54668107245,No
2391-SOORI,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,63.360315546793146,,Yes
9040-KZVWO,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.21437839131977,2068.2171716550456,No
2645-QTLMB,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.2671575080798,721.7888582497283,Yes
4806-HIPDW,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.31569785385322,130.36958615842562,Yes
1548-ARAGG,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.98040441316581,307.31519327393374,No
6339-RZCBJ,Male,0,No,No,39,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.36059662947547,3843.4482896016725,No
4424-TKOPW,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.14064972497772,,Yes
4415-WNGVR,Female,1,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.58511310299787,999.6026493716978,No
2522-AHJXR,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),129.89548415506712,6640.135300664102,No
0412-UCCNP,Male,0,No,No,43,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.80681265663858,3223.1445396954828,No
1816-FLZDK,Male,0,No,No,0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,40.148647996712484,78.43426464751442,No
7096-UCLNH,Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.019029857432216,90.77008883919626,No
8443-ZRDBZ,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.22101239385428,380.02346099486664,Yes
9136-ALYBR,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.368644349011625,44.20258299913846,Yes
4615-PIVVU,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.45208966670134,2837.001713536804,No
8885-QSQBX,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.06363238936459,106.32420993962316,No
7479-NITWS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.02519938064293,682.4057098098077,Yes
8617-ENBDS,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.69273524282725,277.57029051470505,No
9385-NXKDA,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.38501573098699,5964.103683326782,No
0430-IHCDJ,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.28066713774992,786.3729611686764,No
2959-MJHIC,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.55715036094128,354.7766840544189,Yes
6674-KVJHG,Female,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.97177507739694,271.3385257068657,No
1814-DKOLC,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.49032291152393,176.9938967849198,No
4201-JMNGR,Female,1,No,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.44176577182058,86.22653097404384,Yes
9351-HXDMR,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),129.36628633760813,8296.691473462257,No
3537-HPKQT,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.94199508087317,4324.578190584796,No
2129-ALKBS,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.88923828403291,1133.5332857019798,No
5821-MMEIL,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.24535334631105,1150.1963714756398,No
5960-WPXQM,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.34643147263415,167.7104845676896,Yes
0684-AOSIH,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.1911174380779,163.58870653445322,Yes
8260-NGFNY,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.52147255266945,55.817709058564006,Yes
1309-XGFSN,Male,1,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.7917393086106,4151.434139034383,No
1866-RZZQS,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.79398347717307,4223.906210937075,Yes
6968-URWQU,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.24619442405839,2408.8537737390016,No
4742-TXUEX,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.971193867461565,964.3618694611723,No
9631-XEYKE,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.97076826119519,209.29421288675022,No
8631-NBHFZ,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),94.25966808858666,5232.869715074497,Yes
1335-MXCSE,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.2723451388146,3203.420098381007,No
8873-TMKGR,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.80531634478245,,No
8800-JOOCF,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.3666214975593,1012.6453150073103,No
1469-LBJQJ,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.76240772100192,6984.0904918187425,No
4958-XCBDQ,Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.1310243657079,3542.084443324162,Yes
8337-UPOAQ,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.24771992389196,946.5542332253642,Yes
0064-YIJGF,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.03597499873814,1963.1476581421741,No
2386-OWURY,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.11355578590454,5845.240009021616,No
1725-IQNIY,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),128.07216405356283,6177.347353765762,Yes
0310-VQXAM,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.69704810368656,225.5694516636305,No
6598-RFFVI,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.447834500654366,98.12330576677869,Yes
3453-RTHJQ,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.05328799542305,486.6526262116605,No
6712-OAWRH,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.26456574299935,2402.0966250389047,Yes
6278-FEPBZ,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.61129493082568,220.48233762340217,No
4280-DLSHD,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.47901513570945,486.0862802841626,No
1508-DFXCU,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.36288833690666,988.4459494848484,No
8614-VGMMV,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.28188000241492,740.8937082699829,Yes
7868-BGSZA,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.93916227222424,3617.3688191132114,No
2800-QQUSO,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.11908699500937,4265.25709430112,No
2930-UOTMB,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),73.14876945700371,2008.8882426742568,Yes
7973-DZRKH,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),116.04802971924369,5940.910337193381,No
5914-DVBWJ,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.42286141081081,1539.6240438682623,Yes
7698-YFGEZ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.52759387639696,61.474959037631805,No
2533-QVMSK,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,103.03562212653118,5692.9615179078655,Yes
9773-PEQBZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,92.9723688267731,843.6917908997266,No
8644-XLFBW,Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.89381959404517,112.28201953979679,Yes
0650-BWOZN,Female,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.61241202653477,1435.144875087712,No
8625-AZYZY,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.9320208559087,2569.3348481942658,Yes
7785-RDVIG,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.48292065785866,122.8908132177073,No
9602-WCXPI,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.318024553131366,,No
2903-YYTBW,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.96621050082945,115.63402017393143,No
3620-MWJNE,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.03321655370361,155.53623476071306,No
8573-JGCZW,Male,0,No,No,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.08465200404473,,No
6837-HAEVO,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,125.86230669634179,7351.58396190243,No
6701-YVNQG,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.41038012456974,6330.621795071644,No
9306-CPCBC,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.16161685044449,245.99386897763924,Yes
4304-XUMGI,Male,1,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),91.80870230344175,3863.6642415455326,No
9504-YAZWB,Female,0,No,No,34,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.768841611810387,1108.1904236144126,No
